course_id,title,facility,lat,lng,weekday,start_time,sport,tag_strength,tag_endurance,tag_flex,tag_cardio,tag_power
C1623,요가(B),지하프로그램실,37.466764,126.869901,월,10:30,요가,1,0,1,0,0
C1624,요가(C),지하프로그램실,37.466764,126.869901,금,10:30,요가,1,0,1,0,0
C1625,라인댄스(A),지하프로그램실,37.466764,126.869901,수,15:30,댄스,0,1,0,1,0
C1626,라인댄스(A),지하프로그램실,37.466764,126.869901,월,15:30,댄스,0,1,0,1,0
C1627,라인댄스(B),지하프로그램실,37.466764,126.869901,목,16:00,댄스,0,1,0,1,0
C1628,라인댄스(B),지하프로그램실,37.466764,126.869901,화,16:00,댄스,0,1,0,1,0
C1629,밸리댄스,지하 프로그램실,37.466764,126.869901,목,11:30,댄스,0,1,0,1,0
C1630,밸리댄스,지하 프로그램실,37.466764,126.869901,화,11:30,댄스,0,1,0,1,0
C1631,요가(A),하안4동 행정복지센터 2층 강의실,37.466764,126.869901,목,10:00,요가,1,0,1,0,0
C1632,요가(A),하안4동 행정복지센터 2층 강의실,37.466764,126.869901,화,10:00,요가,1,0,1,0,0
C1633,요가(B),하안4동 행정복지센터 2층 강의실,37.466764,126.869901,목,11:00,요가,1,0,1,0,0
C1634,요가(B),하안4동 행정복지센터 2층 강의실,37.466764,126.869901,화,11:00,요가,1,0,1,0,0
